"contrast","metabolite","genotype","beta","se","denDF","lowerCL","upperCL","t","p.value","p.adjustBH","sig"
"Exercise","2methylbutyrylcarnitine","WT",2.34938176699269,0.856549819970772,38,0.670574968885712,4.02818856509967,2.74284310406236,0.0117029741109652,0.171643620294157,FALSE
"Exercise","3HMG","WT",-0.382400467816715,0.807879068018629,38,-1.96581434499701,1.20101340936358,-0.473338749516774,0.353400991802682,0.396237933131203,FALSE
"Exercise","acetylcarnitine","WT",-0.225839648552221,0.807879068019741,38,-1.8092535257347,1.35757422863025,-0.279546354760491,0.380763486940684,0.396237933131203,FALSE
"Exercise","butyrylcarnitine","WT",-0.640511095130332,0.80787906801561,38,-2.22392497230471,0.942902782044048,-0.792830412977052,0.287814595721342,0.396237933131203,FALSE
"Exercise","C101total","WT",0.365030402927987,0.847410099733382,38,-1.29586287268494,2.02592367854091,0.430760033474744,0.36041338835498,0.396237933131203,FALSE
"Exercise","C12","WT",-0.150530548862554,0.80787906801749,38,-1.73394442604062,1.43288332831551,-0.186328071640662,0.389331356754281,0.396237933131203,FALSE
"Exercise","C141total","WT",-0.27015613586346,0.807879068016372,38,-1.85357001303933,1.31325774131241,-0.334401702629563,0.374255680046389,0.396237933131203,FALSE
"Exercise","C142total","WT",-0.498819873678448,0.807879068017868,38,-2.08223375085725,1.08459400350036,-0.617443740561694,0.326222198494744,0.396237933131203,FALSE
"Exercise","C151total","WT",-0.388520630225109,0.807879068017129,38,-1.97193450740247,1.19489324695225,-0.480914341769864,0.352100210491276,0.396237933131203,FALSE
"Exercise","C161total","WT",-0.902797984332499,0.829910008293219,38,-2.52939171099655,0.723795742331547,-1.08782636106435,0.217946220241968,0.396237933131203,FALSE
"Exercise","C171total","WT",-0.564443408898075,0.807879068017491,38,-2.14785728607614,1.01897046827999,-0.698673144587346,0.308999233343708,0.396237933131203,FALSE
"Exercise","C181total","WT",-0.545181846083424,0.829910008292854,38,-2.17177557274676,1.08141188057991,-0.65691682307203,0.317995910724573,0.396237933131203,FALSE
"Exercise","C182total","WT",-1.30464508081046,0.829910008291793,38,-2.93123880747171,0.321948645850793,-1.57203198874034,0.116002416919317,0.396237933131203,FALSE
"Exercise","C191total","WT",-0.0680817517093783,0.829910008291057,38,-1.69467547836919,1.55851197495043,-0.0820351014317463,0.394960371482043,0.396237933131203,FALSE
"Exercise","carnitine","WT",1.39531777909886,0.807879068018625,38,-0.188096098081428,2.97873165627915,1.72713693711729,0.0907945681972854,0.396237933131203,FALSE
"Exercise","ethylmalonylcarnitine","WT",2.7267639393254,0.807879068018987,38,1.1433500621444,4.3101778165064,3.3752130080703,0.00238516603273071,0.0524736527200757,FALSE
"Exercise","isobutyrylcarnitine","WT",1.02762683684588,0.847410099734074,38,-0.633266438768397,2.68852011246016,1.21266767668731,0.189018185400256,0.396237933131203,FALSE
