"contrast","metabolite","genotype","beta","se","denDF","lowerCL","upperCL","t","p.value","p.adjustBH","sig"
"Exercise","methylsuccinylcarnitine","WT",3.62901713614975,0.807879068018239,38,2.04560325897021,5.21243101332928,4.49203015626073,9.79463423578434e-05,0.00430963906374511,TRUE
"Exercise","ndecanoylcarnitine","WT",-0.760464815521045,0.807879068018599,38,-2.34387869270128,0.822949061659192,-0.941310210433053,0.252842683605248,0.396237933131203,FALSE
"Exercise","nhexanoylcarnitine","WT",0.0780109219776968,0.807879068018227,38,-1.50540295520181,1.66142479915721,0.0965626231275702,0.39443497006649,0.396237933131203,FALSE
"Exercise","noctanoylcarnitine","WT",0.635980631600504,0.807879068018999,38,-0.947433245580518,2.21939450878153,0.787222564337498,0.289105007115373,0.396237933131203,FALSE
"Exercise","propionylcarnitine","WT",1.78885900900087,0.807879068018626,38,0.205445131820581,3.37227288618116,2.21426582246791,0.0371816994147674,0.327198954849953,FALSE
"Exercise","2methylbutyrylcarnitine","KO",-0.0917908722409618,0.890689734812631,38,-1.83751067387325,1.65392892939133,-0.103055944907989,0.394172768102542,0.396237933131203,FALSE
"Exercise","3HMG","KO",-0.183683456401432,0.831024996173009,38,-1.81246251915307,1.4450956063502,-0.221032408468242,0.38652021270627,0.396237933131203,FALSE
"Exercise","acetylcarnitine","KO",-0.834190722397914,0.809079323487317,38,-2.41995705706909,0.751575612273258,-1.03103700487903,0.231417482888109,0.396237933131203,FALSE
"Exercise","butyrylcarnitine","KO",-1.4888636801302,0.809046015109837,38,-3.07456473158113,0.0968373713207284,-1.84027070441484,0.0750013318217722,0.396237933131203,FALSE
"Exercise","C101total","KO",0.305292742196468,0.807903810559765,38,-1.27816962947334,1.88875511386628,0.377882537755259,0.368374248381419,0.396237933131203,FALSE
"Exercise","C12","KO",0.0806224820637319,0.830908237049444,38,-1.54792773701085,1.70917270113831,0.0970293450815008,0.394416686755054,0.396237933131203,FALSE
"Exercise","C141total","KO",0.0443491849414256,0.831451266477347,38,-1.58526535225439,1.67396372213724,0.0533394881089329,0.395748388105054,0.396237933131203,FALSE
"Exercise","C142total","KO",-0.539776015880212,0.809120093233482,38,-2.12562225778553,1.0460702260251,-0.667114833007184,0.315825113326098,0.396237933131203,FALSE
"Exercise","C151total","KO",-0.550019730412599,0.808063648056129,38,-2.13379537781866,1.03375591699346,-0.680663870644004,0.312914023670491,0.396237933131203,FALSE
"Exercise","C161total","KO",0.468483616156463,0.808076731682182,38,-1.11531767468545,2.05228490699838,0.579751399574661,0.333792156509703,0.396237933131203,FALSE
"Exercise","C171total","KO",-0.610918796660592,0.809691480742054,38,-2.19788493750392,0.97604734418274,-0.754508119686162,0.296567060056915,0.396237933131203,FALSE
"Exercise","C181total","KO",0.833878633184771,0.810369863778503,38,-0.754417113977724,2.42217438034727,1.02900992553777,0.231900417804344,0.396237933131203,FALSE
"Exercise","C182total","KO",-1.89566251904961,0.809693347721558,38,-3.48263231910553,-0.308692718993689,-2.34121044020421,0.0286378721225024,0.315016593347526,FALSE
"Exercise","C191total","KO",-0.952526437530415,0.808736113101188,38,-2.53762009220566,0.632567217144825,-1.17779634432033,0.196973502564471,0.396237933131203,FALSE
"Exercise","carnitine","KO",-0.573282396738132,0.82653673162629,38,-2.19326462262511,1.04669982914884,-0.69359578927623,0.310108008892463,0.396237933131203,FALSE
"Exercise","ethylmalonylcarnitine","KO",-0.0521756908445429,0.809154146510818,38,-1.63808867594699,1.53373729425791,-0.0644817691036146,0.395481897656327,0.396237933131203,FALSE
"Exercise","isobutyrylcarnitine","KO",1.5659872782143,0.890885081911623,38,-0.180115396696499,3.31208995312509,1.75778819289921,0.0863009965214825,0.396237933131203,FALSE
"Exercise","methylsuccinylcarnitine","KO",0.0172688224790101,0.827119952832522,38,-1.6038564959672,1.63839414092522,0.0208782564365326,0.396237933131203,0.396237933131203,FALSE
"Exercise","ndecanoylcarnitine","KO",-0.320625187696096,0.82638680404903,38,-1.94031356093135,1.29906318553916,-0.387984399224595,0.366920251285453,0.396237933131203,FALSE
"Exercise","nhexanoylcarnitine","KO",-1.00752341604374,0.808993723797405,38,-2.59312197840559,0.578075146318121,-1.24540325395163,0.181658793306105,0.396237933131203,FALSE
"Exercise","noctanoylcarnitine","KO",-0.301413015939273,0.848827932978304,38,-1.96508519364833,1.36225916176978,-0.355093187003987,0.371534226816485,0.396237933131203,FALSE
"Exercise","propionylcarnitine","KO",-0.348300549717212,0.826199356190877,38,-1.96762153190151,1.27102043246709,-0.421569621311523,0.361858137908373,0.396237933131203,FALSE
